topic,subtopic,difficulty,score,total_questions,percentage,time_taken,attempt_number,timestamp,user_id,score_ratio,is_improving,avg_previous_score,readiness
OS,Threads,advanced,3,5,65.0,773,18,2025-11-30 22:12:43.501109,user_0333,0.6,False,67.60000000000001,Excellent
Data Structures,Stacks,advanced,5,5,100.0,729,22,2025-12-27 22:12:43.456194,user_0000,1.0,False,68.225,Excellent
Data Structures,Linked List,beginner,3,5,65.7,811,1,2025-10-10 22:12:43.460220,user_0035,0.6,False,,Good
OS,Memory Management,advanced,5,5,100.0,739,31,2026-01-16 22:12:43.456194,user_0007,1.0,False,95.95,Excellent
Python,Dictionaries,beginner,5,5,100.0,600,5,2025-12-03 22:12:43.458228,user_0017,1.0,False,88.6,Excellent
Java,Inheritance,advanced,3,5,74.8,636,14,2025-12-31 22:12:43.509087,user_0398,0.6,False,58.879999999999995,Excellent
C,Loops,advanced,5,5,100.0,624,29,2026-01-04 22:12:43.468198,user_0094,1.0,False,69.95,Excellent
OS,Threads,beginner,3,5,77.7,779,4,2025-12-03 22:12:43.500113,user_0327,0.6,True,62.9,Excellent
C,Pointers,intermediate,3,5,74.6,700,9,2025-11-29 22:12:43.504101,user_0363,0.6,False,60.099999999999994,Excellent
C,Functions,intermediate,3,5,77.8,709,10,2025-12-06 22:12:43.473249,user_0129,0.6,False,64.6,Excellent
Data Structures,Queues,advanced,5,5,100.0,676,25,2025-12-21 22:12:43.507093,user_0384,1.0,False,100.0,Excellent
C,Pointers,intermediate,3,5,71.2,652,9,2025-11-17 22:12:43.477145,user_0151,0.6,True,75.0,Excellent
DBMS,Transactions,beginner,3,5,73.4,678,2,2025-10-11 22:12:43.485119,user_0210,0.6,True,,Excellent
DBMS,SQL,advanced,5,5,100.0,724,16,2025-12-17 22:12:43.502108,user_0345,1.0,False,85.26666666666667,Excellent
OS,Processes,advanced,1,5,34.1,855,21,2026-01-23 22:12:43.458228,user_0021,0.2,False,29.333333333333332,Needs Improvement
Python,Lists,intermediate,3,5,67.7,708,12,2025-11-23 22:12:43.506095,user_0375,0.6,False,,Excellent
C,Loops,advanced,5,5,100.0,663,19,2025-12-19 22:12:43.510086,user_0406,1.0,False,87.26666666666667,Good
DBMS,Transactions,advanced,5,5,100.0,566,27,2026-01-10 22:12:43.472199,user_0120,1.0,False,81.25,Excellent
Data Structures,Queues,intermediate,5,5,100.0,625,6,2025-11-25 22:12:43.493131,user_0268,1.0,True,,Excellent
C,Pointers,intermediate,3,5,72.2,825,8,2025-11-04 22:12:43.467199,user_0082,0.6,False,,Excellent
DBMS,SQL,advanced,5,5,100.0,641,18,2026-01-16 22:12:43.466203,user_0076,1.0,False,100.0,Excellent
Python,Lists,advanced,5,5,100.0,525,22,2026-01-13 22:12:43.459221,user_0024,1.0,False,87.1,Good
Data Structures,Linked List,beginner,3,5,72.5,720,4,2025-11-15 22:12:43.488111,user_0236,0.6,True,44.3,Good
DBMS,Transactions,advanced,5,5,100.0,603,33,2026-01-16 22:12:43.500113,user_0329,1.0,False,89.32000000000001,Excellent
Python,Dictionaries,advanced,5,5,100.0,742,17,2026-01-21 22:12:43.517066,user_0463,1.0,False,71.9,Good
C,Loops,beginner,1,5,32.3,850,3,2025-12-01 22:12:43.520058,user_0483,0.2,False,,Average
C,Arrays,beginner,2,5,43.8,707,2,2025-11-04 22:12:43.501109,user_0334,0.4,True,32.4,Average
Data Structures,Trees,intermediate,2,5,45.3,893,8,2025-12-05 22:12:43.518063,user_0469,0.4,True,34.5,Good
Data Structures,Stacks,intermediate,2,5,59.4,709,6,2025-12-01 22:12:43.456194,user_0004,0.4,False,,Excellent
OS,Memory Management,advanced,5,5,100.0,622,22,2026-01-03 22:12:43.471157,user_0116,1.0,False,75.3,Excellent
DBMS,Transactions,advanced,5,5,100.0,651,15,2025-12-18 22:12:43.510086,user_0402,1.0,False,96.9,Excellent
OS,Memory Management,advanced,5,5,100.0,534,25,2025-12-19 22:12:43.464208,user_0067,1.0,False,96.53333333333335,Good
Python,Dictionaries,intermediate,1,5,38.5,693,10,2025-12-28 22:12:43.456194,user_0003,0.2,False,51.3,Average
OS,Threads,intermediate,5,5,100.0,554,6,2025-11-03 22:12:43.493131,user_0272,1.0,True,,Excellent
Data Structures,Linked List,intermediate,2,5,58.7,794,8,2025-12-14 22:12:43.510086,user_0405,0.4,False,48.25,Good
Java,Inheritance,advanced,5,5,100.0,544,25,2025-12-28 22:12:43.472199,user_0121,1.0,False,98.4,Excellent
DBMS,Transactions,advanced,3,5,62.7,708,19,2025-12-08 22:12:43.460220,user_0035,0.6,True,53.26666666666667,Good
OS,Threads,advanced,3,5,71.5,700,13,2025-11-11 22:12:43.497122,user_0305,0.6,False,41.36,Excellent
Data Structures,Trees,advanced,4,5,97.8,598,13,2025-11-27 22:12:43.492134,user_0260,0.8,False,90.35,Excellent
Python,File Handling,advanced,5,5,100.0,646,22,2025-12-19 22:12:43.466203,user_0077,1.0,False,86.3,Excellent
Data Structures,Queues,advanced,5,5,100.0,641,28,2025-12-30 22:12:43.490137,user_0246,1.0,False,92.26666666666667,Excellent
C,Loops,beginner,1,5,36.7,717,2,2025-10-30 22:12:43.456194,user_0000,0.2,True,,Excellent
DBMS,Normalization,beginner,4,5,86.6,555,5,2025-11-19 22:12:43.498117,user_0312,0.8,True,70.8,Excellent
C,Pointers,advanced,5,5,100.0,527,21,2025-12-06 22:12:43.488111,user_0234,1.0,False,70.72,Excellent
OS,Threads,intermediate,5,5,100.0,512,9,2025-12-17 22:12:43.504101,user_0355,1.0,True,78.53333333333335,Excellent
Python,Lists,intermediate,4,5,92.4,581,12,2025-12-09 22:12:43.517066,user_0460,0.8,True,81.52000000000001,Good
Java,OOPs,advanced,5,5,100.0,542,17,2025-12-15 22:12:43.470191,user_0104,1.0,False,100.0,Excellent
C,Functions,advanced,5,5,100.0,511,22,2026-01-03 22:12:43.502108,user_0340,1.0,True,87.75,Excellent
OS,Processes,intermediate,4,5,89.8,571,7,2025-10-27 22:12:43.521058,user_0490,0.8,True,74.2,Excellent
OS,Threads,advanced,5,5,100.0,712,31,2026-01-18 22:12:43.472199,user_0119,1.0,False,76.6,Excellent
Python,Lists,advanced,5,5,100.0,643,22,2025-12-10 22:12:43.519063,user_0472,1.0,False,85.73333333333333,Excellent
Data Structures,Queues,intermediate,5,5,100.0,584,10,2025-12-17 22:12:43.511084,user_0414,1.0,False,62.8,Excellent
DBMS,Normalization,advanced,3,5,63.7,619,15,2025-12-12 22:12:43.507093,user_0380,0.6,False,37.9,Good
Data Structures,Linked List,advanced,5,5,100.0,654,25,2026-01-21 22:12:43.477145,user_0144,1.0,False,100.0,Excellent
Java,Exceptions,beginner,2,5,47.7,681,3,2025-11-15 22:12:43.457229,user_0008,0.4,False,,Good
Python,Dictionaries,intermediate,5,5,100.0,546,12,2025-12-13 22:12:43.460220,user_0030,1.0,True,,Excellent
Python,Dictionaries,advanced,5,5,100.0,686,16,2026-01-25 22:12:43.474148,user_0134,1.0,False,89.92,Excellent
DBMS,SQL,beginner,2,5,52.9,858,1,2025-11-27 22:12:43.517066,user_0463,0.4,False,,Good
OS,Threads,advanced,5,5,100.0,584,14,2026-01-05 22:12:43.466203,user_0081,1.0,False,,Good
Python,Lists,beginner,5,5,100.0,554,3,2025-12-10 22:12:43.503106,user_0346,1.0,False,,Excellent
Data Structures,Stacks,beginner,3,5,64.5,753,4,2025-12-10 22:12:43.485119,user_0211,0.6,False,,Excellent
Data Structures,Stacks,beginner,2,5,44.4,671,2,2025-12-08 22:12:43.489109,user_0239,0.4,True,,Needs Improvement
OS,Threads,intermediate,1,5,31.0,744,6,2025-11-09 22:12:43.507093,user_0380,0.2,False,25.2,Good
Java,Exceptions,beginner,2,5,46.1,824,3,2025-10-28 22:12:43.500113,user_0324,0.4,True,,Excellent
C,Loops,advanced,5,5,100.0,610,29,2026-01-07 22:12:43.514074,user_0434,1.0,False,100.0,Excellent
DBMS,Transactions,beginner,3,5,67.4,601,1,2025-10-31 22:12:43.509087,user_0397,0.6,False,,Excellent
OS,Threads,intermediate,3,5,74.6,763,6,2025-12-18 22:12:43.500113,user_0328,0.6,True,69.7,Good
OS,Threads,advanced,5,5,100.0,721,15,2025-12-03 22:12:43.479135,user_0160,1.0,False,100.0,Excellent
Java,Inheritance,advanced,5,5,100.0,557,25,2025-12-23 22:12:43.477145,user_0145,1.0,False,98.375,Excellent
Python,File Handling,beginner,2,5,59.7,801,3,2025-10-17 22:12:43.501109,user_0333,0.4,True,,Excellent
Python,File Handling,advanced,5,5,100.0,631,29,2026-01-30 22:12:43.458228,user_0022,1.0,False,95.0,Excellent
Java,OOPs,intermediate,4,5,82.6,707,9,2025-11-24 22:12:43.521058,user_0495,0.8,True,70.76666666666667,Excellent
Data Structures,Stacks,intermediate,2,5,58.4,717,10,2025-12-04 22:12:43.522021,user_0499,0.4,False,55.15,Good
DBMS,Normalization,advanced,5,5,100.0,554,17,2026-01-04 22:12:43.456194,user_0004,1.0,True,86.0,Excellent
Data Structures,Linked List,intermediate,4,5,80.0,603,7,2025-11-24 22:12:43.491135,user_0257,0.8,True,,Excellent
Java,Exceptions,advanced,4,5,81.5,562,23,2026-01-21 22:12:43.516071,user_0450,0.8,False,58.5,Excellent
C,Loops,advanced,5,5,100.0,603,16,2026-01-05 22:12:43.522021,user_0497,1.0,True,82.25999999999999,Excellent
OS,Processes,intermediate,2,5,48.4,689,6,2025-11-24 22:12:43.521058,user_0488,0.4,False,37.1,Good
OS,Threads,advanced,3,5,72.8,714,20,2025-12-13 22:12:43.515072,user_0447,0.6,False,35.8,Good
Java,Exceptions,advanced,5,5,100.0,658,28,2026-01-04 22:12:43.501109,user_0337,1.0,False,93.33333333333333,Excellent
C,Arrays,advanced,5,5,100.0,565,29,2026-01-21 22:12:43.464208,user_0069,1.0,False,71.23333333333333,Excellent
C,Loops,beginner,3,5,72.8,696,2,2025-10-14 22:12:43.466203,user_0075,0.6,False,,Excellent
Java,Inheritance,beginner,4,5,83.1,658,2,2025-11-09 22:12:43.510086,user_0406,0.8,True,,Good
Python,Dictionaries,advanced,5,5,100.0,750,15,2025-12-14 22:12:43.472199,user_0123,1.0,False,,Excellent
C,Loops,advanced,3,5,72.5,714,22,2026-01-01 22:12:43.458228,user_0020,0.6,False,56.65,Excellent
Python,Lists,beginner,3,5,77.9,625,1,2025-11-21 22:12:43.497122,user_0301,0.6,False,,Excellent
Python,File Handling,intermediate,5,5,100.0,743,8,2025-11-05 22:12:43.471157,user_0113,1.0,True,92.55,Excellent
Java,Exceptions,advanced,5,5,100.0,698,23,2026-01-20 22:12:43.480133,user_0172,1.0,False,100.0,Excellent
Data Structures,Stacks,advanced,5,5,100.0,671,16,2025-11-28 22:12:43.486148,user_0220,1.0,False,100.0,Excellent
OS,Memory Management,advanced,5,5,100.0,723,22,2026-01-01 22:12:43.502108,user_0344,1.0,False,98.73333333333333,Excellent
OS,Processes,advanced,5,5,100.0,718,33,2026-01-08 22:12:43.488111,user_0234,1.0,False,100.0,Excellent
C,Functions,beginner,4,5,93.1,678,4,2025-11-22 22:12:43.461216,user_0037,0.8,True,,Excellent
Python,Dictionaries,beginner,1,5,38.8,806,2,2025-10-16 22:12:43.490137,user_0246,0.2,True,,Excellent
C,Loops,intermediate,1,5,35.7,776,6,2025-11-02 22:12:43.476177,user_0140,0.2,False,15.350000000000001,Good
Java,Inheritance,intermediate,4,5,89.8,642,7,2025-12-16 22:12:43.461216,user_0040,0.8,False,,Excellent
OS,Threads,advanced,2,5,55.9,648,21,2025-12-31 22:12:43.502108,user_0340,0.4,False,65.86,Excellent
Data Structures,Trees,advanced,5,5,100.0,746,27,2026-01-03 22:12:43.501109,user_0337,1.0,False,98.92222222222222,Excellent
Data Structures,Trees,beginner,3,5,73.9,589,1,2025-11-09 22:12:43.473249,user_0129,0.6,False,,Excellent
DBMS,SQL,advanced,5,5,100.0,592,17,2026-01-07 22:12:43.476177,user_0141,1.0,False,98.05,Excellent
C,Loops,beginner,2,5,43.5,870,4,2025-11-09 22:12:43.487148,user_0225,0.4,True,,Excellent
DBMS,Transactions,advanced,5,5,100.0,553,15,2025-12-13 22:12:43.516071,user_0451,1.0,False,100.0,Excellent
Java,Exceptions,advanced,4,5,81.0,636,14,2026-01-19 22:12:43.491135,user_0253,0.8,True,49.2,Good
Data Structures,Stacks,beginner,2,5,52.5,692,3,2025-12-07 22:12:43.484122,user_0201,0.4,False,,Good
Python,Dictionaries,intermediate,4,5,84.9,721,12,2025-12-31 22:12:43.464208,user_0063,0.8,True,64.15,Good
Python,File Handling,beginner,3,5,73.8,799,5,2025-11-29 22:12:43.476177,user_0139,0.6,True,,Good
C,Arrays,intermediate,4,5,81.8,733,8,2026-01-01 22:12:43.520058,user_0487,0.8,False,,Good
Java,Exceptions,advanced,5,5,100.0,717,24,2026-01-17 22:12:43.491135,user_0256,1.0,False,100.0,Excellent
OS,Threads,advanced,4,5,90.6,670,27,2026-01-29 22:12:43.522021,user_0499,0.8,False,69.0,Good
C,Pointers,advanced,5,5,100.0,642,14,2026-01-05 22:12:43.508093,user_0388,1.0,True,100.0,Excellent
Python,Lists,beginner,2,5,47.3,704,1,2025-11-15 22:12:43.460220,user_0031,0.4,False,,Excellent
C,Loops,intermediate,4,5,81.6,707,9,2025-11-06 22:12:43.503106,user_0349,0.8,False,63.4,Good
C,Functions,intermediate,5,5,100.0,583,12,2025-12-27 22:12:43.471157,user_0117,1.0,False,99.35,Excellent
C,Arrays,advanced,5,5,100.0,613,23,2026-01-05 22:12:43.508093,user_0390,1.0,False,100.0,Excellent
DBMS,SQL,advanced,5,5,100.0,747,24,2025-12-28 22:12:43.466203,user_0078,1.0,False,100.0,Excellent
Python,File Handling,advanced,5,5,100.0,750,25,2026-01-02 22:12:43.476177,user_0138,1.0,False,91.95,Excellent
Data Structures,Queues,advanced,5,5,100.0,514,35,2026-01-17 22:12:43.460220,user_0035,1.0,True,91.1,Good
DBMS,Transactions,beginner,2,5,59.5,744,5,2025-10-24 22:12:43.495127,user_0289,0.4,False,69.7,Excellent
Java,OOPs,advanced,4,5,98.9,699,14,2025-12-11 22:12:43.486148,user_0219,0.8,True,77.675,Excellent
Java,Exceptions,advanced,5,5,100.0,700,14,2026-01-10 22:12:43.464208,user_0066,1.0,False,99.5,Excellent
Data Structures,Trees,advanced,5,5,100.0,513,27,2026-01-13 22:12:43.479135,user_0160,1.0,False,100.0,Excellent
C,Functions,advanced,5,5,100.0,538,16,2025-11-26 22:12:43.490137,user_0249,1.0,True,99.97999999999999,Excellent
C,Arrays,advanced,3,5,78.6,647,22,2025-12-27 22:12:43.478138,user_0158,0.6,True,61.53333333333333,Good
Python,Dictionaries,intermediate,5,5,100.0,609,9,2025-11-06 22:12:43.461216,user_0038,1.0,False,75.2,Excellent
OS,Threads,advanced,5,5,100.0,570,21,2025-11-30 22:12:43.471157,user_0111,1.0,False,100.0,Excellent
Java,Inheritance,advanced,5,5,100.0,603,15,2025-11-24 22:12:43.477145,user_0145,1.0,False,,Excellent
DBMS,Normalization,advanced,5,5,100.0,642,19,2025-12-04 22:12:43.486148,user_0220,1.0,True,92.9,Excellent
DBMS,SQL,intermediate,5,5,100.0,513,7,2025-11-15 22:12:43.472199,user_0119,1.0,True,99.7,Excellent
Data Structures,Trees,intermediate,5,5,100.0,696,6,2025-11-07 22:12:43.472199,user_0121,1.0,False,100.0,Excellent
Java,Exceptions,advanced,4,5,84.3,692,17,2026-01-04 22:12:43.465207,user_0072,0.8,False,77.45,Excellent
Data Structures,Queues,advanced,5,5,100.0,725,15,2025-12-03 22:12:43.520058,user_0480,1.0,False,100.0,Excellent
Data Structures,Stacks,advanced,5,5,100.0,565,16,2025-11-27 22:12:43.461216,user_0042,1.0,False,100.0,Excellent
Data Structures,Stacks,advanced,5,5,100.0,750,23,2026-01-11 22:12:43.510086,user_0403,1.0,False,100.0,Excellent
Data Structures,Queues,intermediate,5,5,100.0,652,11,2025-12-07 22:12:43.470191,user_0109,1.0,False,93.35,Excellent
Python,Lists,advanced,5,5,100.0,635,22,2026-01-20 22:12:43.503106,user_0352,1.0,False,91.30000000000001,Excellent
Data Structures,Stacks,advanced,5,5,100.0,600,18,2025-12-13 22:12:43.473249,user_0127,1.0,False,92.89999999999999,Excellent
DBMS,SQL,intermediate,2,5,52.4,822,10,2025-11-07 22:12:43.456194,user_0001,0.4,False,69.35,Excellent
Java,Exceptions,advanced,5,5,100.0,562,15,2025-12-09 22:12:43.491135,user_0252,1.0,False,67.35,Excellent
OS,Processes,advanced,3,5,77.5,662,13,2025-12-02 22:12:43.518063,user_0467,0.6,False,80.775,Excellent
Java,Exceptions,advanced,5,5,100.0,541,23,2025-12-21 22:12:43.501109,user_0337,1.0,False,90.0,Excellent
Data Structures,Queues,advanced,5,5,100.0,591,32,2026-01-21 22:12:43.473249,user_0127,1.0,False,97.63333333333334,Excellent
C,Arrays,advanced,4,5,83.2,658,26,2026-01-04 22:12:43.506095,user_0375,0.8,False,71.4,Excellent
OS,Processes,advanced,5,5,100.0,555,13,2026-01-03 22:12:43.511084,user_0416,1.0,False,100.0,Excellent
C,Pointers,advanced,5,5,100.0,557,27,2026-01-01 22:12:43.497122,user_0304,1.0,False,98.28571428571429,Excellent
Java,Exceptions,beginner,4,5,86.4,744,3,2025-11-25 22:12:43.504101,user_0354,0.8,False,62.5,Excellent
C,Loops,advanced,5,5,100.0,618,28,2026-01-06 22:12:43.499115,user_0318,1.0,False,75.925,Excellent
Python,Lists,intermediate,4,5,86.3,578,7,2025-11-14 22:12:43.517066,user_0461,0.8,True,82.4,Excellent
DBMS,Transactions,advanced,5,5,100.0,719,14,2026-01-08 22:12:43.511084,user_0416,1.0,False,,Excellent
OS,Threads,advanced,5,5,100.0,723,27,2025-12-29 22:12:43.468198,user_0094,1.0,False,90.56,Excellent
DBMS,Normalization,advanced,3,5,71.3,600,25,2026-01-20 22:12:43.483156,user_0194,0.6,False,53.800000000000004,Good
Python,Dictionaries,advanced,3,5,67.1,754,15,2025-12-14 22:12:43.485119,user_0208,0.6,False,,Good
C,Pointers,advanced,5,5,100.0,663,20,2026-01-15 22:12:43.503106,user_0347,1.0,False,97.3,Excellent
C,Loops,advanced,4,5,85.4,658,16,2025-12-16 22:12:43.482143,user_0185,0.8,False,69.7,Excellent
C,Arrays,beginner,2,5,42.2,834,1,2025-10-10 22:12:43.500113,user_0329,0.4,False,,Excellent
C,Functions,advanced,2,5,49.7,732,14,2025-12-22 22:12:43.459221,user_0027,0.4,False,63.8,Good
OS,Processes,beginner,4,5,81.8,703,4,2025-11-08 22:12:43.482143,user_0185,0.8,False,,Excellent
C,Pointers,advanced,5,5,100.0,593,18,2025-11-30 22:12:43.495127,user_0289,1.0,True,97.9,Excellent
DBMS,SQL,intermediate,5,5,100.0,605,9,2025-11-29 22:12:43.468198,user_0092,1.0,False,62.75,Excellent
Java,OOPs,advanced,5,5,100.0,577,13,2025-11-18 22:12:43.490137,user_0246,1.0,False,69.8,Excellent
Python,Dictionaries,advanced,5,5,100.0,614,23,2025-12-19 22:12:43.481266,user_0176,1.0,False,69.4,Excellent
Java,Inheritance,advanced,5,5,100.0,602,21,2025-12-15 22:12:43.499115,user_0318,1.0,False,97.31428571428572,Excellent
DBMS,Transactions,advanced,5,5,100.0,709,18,2026-01-03 22:12:43.470191,user_0105,1.0,True,100.0,Good
Data Structures,Linked List,advanced,5,5,100.0,616,21,2026-01-16 22:12:43.503106,user_0352,1.0,False,100.0,Excellent
DBMS,SQL,advanced,4,5,94.8,561,20,2025-12-16 22:12:43.498117,user_0313,0.8,False,56.550000000000004,Excellent
Data Structures,Stacks,advanced,5,5,100.0,668,14,2025-12-17 22:12:43.504101,user_0354,1.0,False,91.9,Excellent
C,Arrays,advanced,5,5,100.0,688,28,2026-01-10 22:12:43.461216,user_0039,1.0,False,82.03333333333335,Excellent
Java,Inheritance,beginner,2,5,52.6,783,1,2025-10-22 22:12:43.496122,user_0292,0.4,False,,Excellent
Java,Inheritance,advanced,5,5,100.0,623,13,2025-12-07 22:12:43.462213,user_0049,1.0,True,94.36666666666667,Excellent
Python,Dictionaries,intermediate,4,5,81.8,612,8,2025-12-22 22:12:43.517066,user_0463,0.8,True,62.0,Good
Data Structures,Queues,advanced,5,5,100.0,615,18,2025-12-22 22:12:43.493131,user_0273,1.0,False,90.525,Excellent
Java,Exceptions,advanced,5,5,100.0,691,14,2025-12-16 22:12:43.457229,user_0010,1.0,False,96.25,Excellent
DBMS,Transactions,intermediate,4,5,99.2,691,9,2025-12-29 22:12:43.483156,user_0196,0.8,True,71.3,Good
C,Arrays,advanced,5,5,100.0,620,24,2025-12-13 22:12:43.509087,user_0399,1.0,False,100.0,Excellent
DBMS,SQL,intermediate,5,5,100.0,672,8,2025-10-31 22:12:43.505100,user_0368,1.0,False,94.25,Excellent
OS,Memory Management,intermediate,3,5,74.0,705,12,2025-11-17 22:12:43.468198,user_0093,0.6,True,,Good
Data Structures,Stacks,advanced,5,5,100.0,703,17,2025-12-21 22:12:43.458228,user_0022,1.0,False,90.3,Excellent
Java,Exceptions,beginner,3,5,71.0,756,1,2025-10-22 22:12:43.463213,user_0057,0.6,False,,Excellent
Java,OOPs,intermediate,5,5,100.0,699,10,2025-11-08 22:12:43.505100,user_0368,1.0,False,100.0,Excellent
C,Arrays,advanced,2,5,40.9,757,21,2026-01-05 22:12:43.485119,user_0208,0.4,False,49.35,Good
DBMS,SQL,beginner,2,5,53.9,853,5,2025-10-22 22:12:43.512080,user_0417,0.4,False,,Excellent
Data Structures,Trees,intermediate,3,5,62.3,630,11,2025-11-08 22:12:43.485119,user_0212,0.6,True,,Good
Java,Inheritance,advanced,5,5,100.0,654,28,2026-01-11 22:12:43.461216,user_0038,1.0,False,100.0,Excellent
Python,Lists,advanced,5,5,100.0,534,23,2026-01-15 22:12:43.480133,user_0175,1.0,True,100.0,Excellent
OS,Threads,intermediate,3,5,72.8,732,11,2025-11-30 22:12:43.514074,user_0440,0.6,True,,Good
DBMS,Transactions,advanced,4,5,92.7,659,16,2025-11-22 22:12:43.467199,user_0082,0.8,True,80.7,Excellent
Data Structures,Stacks,beginner,5,5,100.0,715,3,2025-10-16 22:12:43.461216,user_0044,1.0,False,76.5,Excellent
Python,Lists,beginner,3,5,75.8,586,2,2025-10-19 22:12:43.507093,user_0384,0.6,True,,Excellent
C,Arrays,intermediate,1,5,37.0,865,12,2025-12-02 22:12:43.485119,user_0208,0.2,False,51.45,Good
Java,OOPs,advanced,5,5,100.0,663,22,2025-12-30 22:12:43.509087,user_0395,1.0,False,100.0,Excellent
Java,Exceptions,beginner,2,5,44.5,856,4,2025-12-07 22:12:43.457229,user_0011,0.4,False,43.4,Good
Python,File Handling,advanced,3,5,69.7,766,15,2025-12-04 22:12:43.507093,user_0379,0.6,True,50.9,Average
Data Structures,Trees,advanced,5,5,100.0,703,19,2026-01-13 22:12:43.509087,user_0396,1.0,False,100.0,Excellent
Java,Exceptions,advanced,5,5,100.0,709,19,2025-12-24 22:12:43.502108,user_0340,1.0,True,100.0,Excellent
Java,Exceptions,beginner,1,5,37.5,795,2,2025-10-21 22:12:43.468198,user_0094,0.2,False,,Excellent
Java,OOPs,intermediate,3,5,74.4,770,7,2025-11-04 22:12:43.510086,user_0401,0.6,True,40.9,Excellent
OS,Memory Management,intermediate,5,5,100.0,564,11,2025-12-05 22:12:43.478138,user_0154,1.0,False,,Excellent
OS,Memory Management,advanced,3,5,64.4,837,14,2025-11-24 22:12:43.518063,user_0466,0.6,True,43.75,Good
Python,Lists,beginner,4,5,89.9,750,4,2025-11-11 22:12:43.477145,user_0144,0.8,False,,Excellent
Java,OOPs,beginner,5,5,100.0,521,2,2025-11-01 22:12:43.517066,user_0461,1.0,True,,Excellent
DBMS,SQL,advanced,5,5,100.0,585,16,2025-12-14 22:12:43.470191,user_0104,1.0,False,98.1,Excellent
C,Loops,advanced,4,5,82.1,674,25,2026-01-10 22:12:43.517066,user_0459,0.8,False,36.86666666666667,Average
OS,Threads,advanced,5,5,100.0,588,21,2026-01-02 22:12:43.484122,user_0199,1.0,False,90.9,Excellent
C,Pointers,beginner,3,5,62.5,690,1,2025-11-06 22:12:43.470191,user_0108,0.6,False,,Excellent
DBMS,SQL,intermediate,3,5,70.1,658,7,2025-12-16 22:12:43.503106,user_0350,0.6,False,69.86666666666667,Excellent
Python,Lists,beginner,4,5,85.0,558,2,2025-10-28 22:12:43.458228,user_0022,0.8,True,,Excellent
Java,Exceptions,intermediate,5,5,100.0,709,12,2025-11-12 22:12:43.515072,user_0446,1.0,False,100.0,Excellent
DBMS,Transactions,advanced,5,5,100.0,646,33,2026-01-23 22:12:43.482143,user_0184,1.0,False,100.0,Excellent
Python,Lists,intermediate,3,5,70.5,697,6,2025-10-25 22:12:43.469195,user_0096,0.6,False,,Excellent
Data Structures,Linked List,beginner,5,5,100.0,530,1,2025-11-06 22:12:43.477145,user_0144,1.0,False,,Excellent
C,Functions,intermediate,4,5,87.6,571,8,2025-11-05 22:12:43.479135,user_0165,0.8,True,74.1,Excellent
Python,Dictionaries,advanced,5,5,100.0,661,28,2025-12-27 22:12:43.507093,user_0384,1.0,False,87.9,Excellent
C,Loops,intermediate,4,5,89.1,543,11,2025-12-20 22:12:43.469195,user_0100,0.8,False,78.8,Good
OS,Threads,beginner,5,5,100.0,637,4,2025-10-21 22:12:43.457229,user_0014,1.0,True,100.0,Excellent
C,Loops,advanced,5,5,100.0,735,13,2025-12-21 22:12:43.493131,user_0268,1.0,False,95.96000000000001,Excellent
Python,Dictionaries,advanced,5,5,100.0,747,20,2025-12-07 22:12:43.464208,user_0067,1.0,False,63.900000000000006,Good
Data Structures,Trees,advanced,5,5,100.0,570,31,2026-01-18 22:12:43.467199,user_0084,1.0,False,100.0,Excellent
Data Structures,Trees,beginner,4,5,97.4,537,1,2025-10-10 22:12:43.472199,user_0124,0.8,False,,Excellent
Python,Lists,advanced,3,5,63.2,753,13,2025-11-20 22:12:43.468198,user_0093,0.6,False,50.96666666666667,Good
OS,Threads,advanced,4,5,84.9,759,15,2025-12-10 22:12:43.495127,user_0284,0.8,True,90.5,Excellent
OS,Memory Management,beginner,3,5,70.8,771,1,2025-10-19 22:12:43.479135,user_0166,0.6,False,,Good
C,Functions,advanced,4,5,93.3,752,13,2026-01-02 22:12:43.505100,user_0369,0.8,False,79.89999999999999,Excellent
C,Pointers,advanced,3,5,63.3,817,20,2026-01-26 22:12:43.462213,user_0051,0.6,False,67.45,Average
Python,File Handling,advanced,3,5,76.2,608,23,2025-12-20 22:12:43.518063,user_0470,0.6,False,58.25,Excellent
C,Pointers,advanced,5,5,100.0,559,28,2026-01-19 22:12:43.477145,user_0151,1.0,False,90.93333333333334,Excellent
Java,Inheritance,advanced,5,5,100.0,636,14,2025-12-21 22:12:43.489109,user_0240,1.0,True,100.0,Excellent
DBMS,Normalization,advanced,5,5,100.0,619,21,2026-01-11 22:12:43.464208,user_0062,1.0,True,75.92,Good
OS,Threads,advanced,5,5,100.0,745,31,2026-01-14 22:12:43.518063,user_0468,1.0,False,99.91666666666667,Excellent
DBMS,Transactions,beginner,4,5,81.8,646,2,2025-10-13 22:12:43.467199,user_0086,0.8,False,,Excellent
Java,OOPs,advanced,4,5,90.4,741,26,2026-01-03 22:12:43.468198,user_0093,0.8,False,55.239999999999995,Good
DBMS,Normalization,intermediate,5,5,100.0,534,10,2025-11-19 22:12:43.457229,user_0012,1.0,False,100.0,Excellent
OS,Memory Management,advanced,5,5,100.0,619,17,2025-12-06 22:12:43.506095,user_0371,1.0,False,88.9,Excellent
Data Structures,Linked List,advanced,5,5,100.0,529,15,2026-01-20 22:12:43.484122,user_0203,1.0,False,99.5,Excellent
